3.6277 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
3.6278 	ERROR 	Failed to load any of the audioLibs: ['sounddevice']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
3.7523 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
4.1828 	WARNING 	Requested audio device 'ASIO Fireface USB' that is not available on this hardware. The 'audioDevice' preference should be one of ['3 - DELL U2415 (AMD High Definition Audio Device)', '4 - DELL U2415 (AMD High Definition Audio Device)', 'ADAT (3+4) (RME Fireface UCX II)', 'ADAT (5+6) (RME Fireface UCX II)', 'ADAT (7+8) (RME Fireface UCX II)', 'AES (RME Fireface UCX II)', 'Analog (1+2) (RME Fireface UCX II)', 'Analog (3+4) (RME Fireface UCX II)', 'Analog (5+6) (RME Fireface UCX II)', 'SPDIF coax. (RME Fireface UCX II)', 'SPDIF/ADAT (1+2) (RME Fireface UCX II)', 'Speakers (RME Fireface UCX II)', 'Speakers/Headphones (Realtek(R) Audio)']
16.9761 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E892704C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E892704C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E892704A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E892C7E880>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.9762 	EXP 	window1: mouseVisible = True
16.9762 	EXP 	window1: backgroundImage = ''
16.9763 	EXP 	window1: backgroundFit = 'none'
16.9781 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.9782 	EXP 	window1: recordFrameIntervals = False
17.1420 	EXP 	window1: recordFrameIntervals = True
17.3256 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
17.3256 	EXP 	window1: recordFrameIntervals = False
17.3258 	EXP 	window1: mouseVisible = False
21.9048 	EXP 	Trial_mult: status = STARTED
21.9053 	EXP 	window1: mouseVisible = True
21.9942 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
21.9944 	EXP 	window1: mouseVisible = True
21.9982 	EXP 	Created cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
21.9983 	EXP 	window1: mouseVisible = True
22.0059 	EXP 	Created breakk = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='breakk', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
22.0061 	EXP 	window1: mouseVisible = True
22.0186 	EXP 	Created respp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='respp', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0622 	EXP 	Instructions: autoDraw = True
3.9362 	EXP 	Imported C:\Users\Lab User\Documents\GitHub\Bash_Dash_Gash\Stimcode\Audio\700\audio_file_paths.csv as conditions, 12 conditions, 2 params
3.9365 	EXP 	Created sequence: sequential, trialTypes=12, nReps=1, seed=None
3.9367 	EXP 	New trial (rep=0, index=0): OrderedDict([('Index', 1), ('audio', 'block1_trial1_attendleft_leadmasker.wav')])
3.9475 	EXP 	Instructions: autoDraw = False
3.9649 	EXP 	cross: autoDraw = True
9.8351 	EXP 	cross: autoDraw = False
9.8351 	EXP 	respp: autoDraw = True
13.1220 	EXP 	New trial (rep=0, index=1): OrderedDict([('Index', 2), ('audio', 'block1_trial2_attendleft_leadtarget.wav')])
13.1386 	EXP 	respp: autoDraw = False
13.1552 	EXP 	cross: autoDraw = True
18.9930 	EXP 	cross: autoDraw = False
18.9930 	EXP 	respp: autoDraw = True
22.1470 	EXP 	New trial (rep=0, index=2): OrderedDict([('Index', 3), ('audio', 'block1_trial3_attendright_leadmasker.wav')])
22.1624 	EXP 	respp: autoDraw = False
22.1796 	EXP 	cross: autoDraw = True
28.0502 	EXP 	cross: autoDraw = False
28.0502 	EXP 	respp: autoDraw = True
31.1203 	EXP 	New trial (rep=0, index=3): OrderedDict([('Index', 4), ('audio', 'block1_trial4_attendright_leadtarget.wav')])
31.1361 	EXP 	respp: autoDraw = False
31.1528 	EXP 	cross: autoDraw = True
37.0080 	EXP 	cross: autoDraw = False
37.0080 	EXP 	respp: autoDraw = True
40.6273 	EXP 	New trial (rep=0, index=4): OrderedDict([('Index', 5), ('audio', 'block1_trial5_attendright_leadtarget.wav')])
40.6442 	EXP 	respp: autoDraw = False
40.6609 	EXP 	cross: autoDraw = True
46.5324 	EXP 	cross: autoDraw = False
46.5324 	EXP 	respp: autoDraw = True
49.5519 	EXP 	New trial (rep=0, index=5): OrderedDict([('Index', 6), ('audio', 'block1_trial6_attendleft_leadmasker.wav')])
49.5679 	EXP 	respp: autoDraw = False
49.5847 	EXP 	cross: autoDraw = True
55.4387 	EXP 	cross: autoDraw = False
55.4387 	EXP 	respp: autoDraw = True
59.1106 	EXP 	New trial (rep=0, index=6): OrderedDict([('Index', 7), ('audio', 'block1_trial7_attendleft_leadtarget.wav')])
59.1254 	EXP 	respp: autoDraw = False
59.1423 	EXP 	cross: autoDraw = True
65.0134 	EXP 	cross: autoDraw = False
65.0134 	EXP 	respp: autoDraw = True
68.1004 	EXP 	New trial (rep=0, index=7): OrderedDict([('Index', 8), ('audio', 'block1_trial8_attendleft_leadtarget.wav')])
68.1162 	EXP 	respp: autoDraw = False
68.1323 	EXP 	cross: autoDraw = True
73.9700 	EXP 	cross: autoDraw = False
73.9700 	EXP 	respp: autoDraw = True
76.8225 	EXP 	New trial (rep=0, index=8): OrderedDict([('Index', 9), ('audio', 'block1_trial9_attendleft_leadmasker.wav')])
76.8394 	EXP 	respp: autoDraw = False
76.8565 	EXP 	cross: autoDraw = True
82.7103 	EXP 	cross: autoDraw = False
82.7103 	EXP 	respp: autoDraw = True
