4.5874 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
5.3742 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2285D1790>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2285D1730>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2285D15B0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A2287DB220>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3744 	EXP 	window1: mouseVisible = True
5.3744 	EXP 	window1: backgroundImage = ''
5.3744 	EXP 	window1: backgroundFit = 'none'
5.3777 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.3777 	EXP 	window1: recordFrameIntervals = False
5.5390 	EXP 	window1: recordFrameIntervals = True
5.7223 	EXP 	Screen (0) actual frame rate measured at 60.19Hz
5.7223 	EXP 	window1: recordFrameIntervals = False
5.7226 	EXP 	window1: mouseVisible = False
7.4104 	EXP 	Trial_mult: status = STARTED
7.4107 	EXP 	window1: mouseVisible = True
