5.9499 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.6507 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024340981430>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000243409813D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024340981250>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024340B88E80>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.6507 	EXP 	window1: mouseVisible = True
6.6507 	EXP 	window1: backgroundImage = ''
6.6508 	EXP 	window1: backgroundFit = 'none'
6.6520 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.6520 	EXP 	window1: recordFrameIntervals = False
6.8166 	EXP 	window1: recordFrameIntervals = True
6.9997 	EXP 	Screen (0) actual frame rate measured at 60.17Hz
6.9997 	EXP 	window1: recordFrameIntervals = False
6.9998 	EXP 	window1: mouseVisible = False
8.7978 	EXP 	Trial_mult: status = STARTED
8.7982 	EXP 	window1: mouseVisible = True
8.8469 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.8470 	EXP 	window1: mouseVisible = True
